image,kind,structure,concentration
dac0d77f-e3b4-498a-a1d1-06c2f263428f,MCF-7,NC(=O)NO,1.0
dacb923f-0bad-4244-b51d-41d58799bf66,MCF-7,CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO,10.0
dad0ddec-35ce-4735-84fc-9a4e2a6c82a5,MCF-7,CS(=O)C,0.0
dad15104-fc74-43c4-8bcf-583ef43d51ec,MCF-7,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O,1.0
daf515c4-de19-41fb-98c3-b11426ecf91d,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,3.0
daf92700-1922-45ae-8fcc-aead02d0981b,MCF-7,CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO,0.03
dafca7f7-9b9b-4155-b6a9-562232ffa475,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,0.03
db01e702-2a40-4482-9b45-890e0ae1cbc9,MCF-7,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,30.0
db12a4e5-7010-4360-8c62-856e91a6cc05,MCF-7,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O,0.3
db145c01-09f1-4cfa-9ff5-d81fa9bc3001,MCF-7,CN[C@H]1C[C@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,0.0003
db197e7e-fc8a-4dfe-8e7b-806c1dda4ab5,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,10.0
db250ae6-7408-4fae-bdc8-0b69ef735b6a,MCF-7,N\\C(=C(\\C#N)/C(=C(\\N)/Sc1ccccc1N)/C#N)\\Sc2ccccc2N,1.0
db396c4c-6bf5-4af5-95b3-8fe4b63c58cc,MCF-7,CO[C@H]1C[C@H](C)C(OC)C2=CC(=O)C=C(NC(=O)\\C(=C\\C=C/[C@H](OC)[C@@H](OC(=O)N)\\C(=C\\C(C)[C@H]1OC)\\C)\\C)C2=O,3.0
db3e1ce6-c346-40cb-b3cd-43afb016c653,MCF-7,[O-][N+](=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.01
db3f4336-9eec-4ea7-ad2a-144f8054346f,MCF-7,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,1.0
db47bea4-ebc4-4f4c-a063-7a27c2f1ea6f,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
db4e685b-957d-463d-98d2-f337fa159ad0,MCF-7,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,1.0
db54cf50-f2a6-47a0-9499-b28c87b35b34,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
db555ff9-e782-46aa-87df-07d594e4aca9,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
db590565-afc1-41c5-98a0-3937831919b9,MCF-7,CS(=O)C,0.0
db5d5974-c5b6-4276-8d38-a49725cebe4a,MCF-7,CON,0.05
db795d51-f8f8-40e5-bffd-a684cfaa67ae,MCF-7,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],0.6
db8079cd-22a2-4e90-a9e8-42b13f5ee967,MCF-7,CC1CNCCN1S(=O)(=O)c2cccc3cnccc23,5.0
db829d12-ab4d-49ed-9ecf-ce71a4d067d1,MCF-7,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3[C@H](O)CC4C[C@H](O)CCC4(C)C3C[C@H](O)C12C,25.0
db83887f-52b9-4a11-846c-6470cecacaaf,MCF-7,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0.01
db873762-535a-451a-b4d3-2d50fbf089eb,MCF-7,C[C@H]1C[C@@H](C)\\C=C(/C)\\C[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@H](CC(=O)O1)c4ccc(O)cc4,0.001
db8abf74-171d-4ad6-895e-cdc50c0f4098,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
db93a0db-87f3-4cc9-851f-8d5b90961554,MCF-7,CO[C@H]1C[C@H](C)C(OC)C2=CC(=O)C=C(NC(=O)\\C(=C\\C=C/[C@H](OC)[C@@H](OC(=O)N)\\C(=C\\C(C)[C@H]1OC)\\C)\\C)C2=O,0.3
db962248-5494-4591-84f3-e819194fe533,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,3.0
db9afdb7-1da7-43a8-a8cb-27d1e02885c6,MCF-7,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,30.0
dbad4343-bf16-4019-8305-d0ee6cadb8ad,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
dbad7fce-37f1-444a-8dea-8e9ee01d5b23,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
dbade543-00ce-417a-a41e-8c060a6b093a,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,1.0
dbc80e26-c87f-448a-8d82-b8444c9355a8,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
dbcdccf7-248d-41e6-bcd1-b5c227474679,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
dbf1075f-92fd-4d6b-a6cb-c228ef587b72,MCF-7,C[C@@H]1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)C[C@]2(O)CC(O)C(C(CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\\C=C\\C=C\\C=C\\C=C\\CC\\C=C\\C=C\\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)O,3.0
dbf3497f-08e9-4421-9a25-61917cca57fd,MCF-7,C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)[C@@H]3CSC(=O)N3)OC(=O)\\C=C(\\C)/CC\\C=C/1,0.3
dbff30f4-9b27-4c01-843f-51e9b60e3f12,MCF-7,COc1cccc(C2=CC(=O)c3ccccc3O2)c1N,1.0
dc001d68-c65d-44c5-8de6-a41379b0c1f0,MCF-7,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C,0.01
dc07ea92-584e-4baa-9d34-35a515f11a5f,MCF-7,CS(=O)C,0.0
dc1fe038-0984-4e1a-9fc9-954274fc487a,MCF-7,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,3.0
dc5e22ae-5953-4dad-bdcc-2d0bc63b12fe,MCF-7,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)NOC(=O)c3ccccc3,0.1
dc5f4dcb-ad73-4a90-96b8-83aa64f4f1db,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,0.01
dc6f4f7c-363c-45b7-8dac-fc2c218d6b2c,MCF-7,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,0.3
dc761ae9-7a39-43cd-a222-8bd2e2a873ad,MCF-7,OC(=O)C(=S)Cc1ccc(I)cc1,0.15
dc7e5cbf-965e-476a-b80f-af33164a063a,MCF-7,CS(=O)C,0.0
dc7e8c6e-ecf4-4a15-a5d6-5351095d0b43,MCF-7,ONc1c([nH]c2ccccc12)C3=C4C=CC=CC4=NC3=O,0.003
dc847624-394e-45c4-bd3f-2b205fcff760,MCF-7,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,0.03
dc8c9ced-3586-47c7-aec1-faa9a7b351f2,MCF-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4NCCc5cc(OC)c(OC)cc45,0.03
dc8eb1f4-aec0-4e8e-981c-935697942d18,MCF-7,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,0.03
dc9a17ab-0112-41ca-b045-ae715dd64729,MCF-7,C[C@H]1CCC\\C=C\\C2C[C@H](O)C[C@H]2[C@H](O)\\C=C\\C(=O)O1,10.0
dca79cde-c81d-4e8b-b67d-60a7e698bc0e,MCF-7,COc1cccc(C2=CC(=O)c3ccccc3O2)c1N,3.0
dcc4d671-5b86-4a38-aed4-3a93dac5fdb3,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,10.0
dcc72143-d7ac-42f3-a99f-9ece102d119f,MCF-7,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C=O,0.5
dcf1a683-f22e-4265-8447-ed0115230dd3,MCF-7,CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(=O)N)NCC(N)C(=O)N)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4cnc[nH]4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C.OS(=O)(=O)[O-],0.5
dcf2d3d0-1363-439c-8636-7773aa02b446,MCF-7,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,0.1
dd1352d5-6261-4981-bc73-7cd99de43394,MCF-7,CS(=O)C,0.0
dd179b83-b654-4059-9834-6a4258597fb8,MCF-7,CS(=O)C,0.0
dd198151-ee92-4ade-9510-46408d82245b,MCF-7,CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1c4ccccc4,0.03
dd1f63b6-cd8d-4567-bf3d-4682e470d4ed,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,30.0
dd201504-b56f-4c60-86cb-b892a17dfa9e,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.06
dd276876-9a61-486d-87f6-84631aa99fc6,MCF-7,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12,0.3
dd27e387-bf76-4caa-abca-d2b628da6821,MCF-7,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,0.3
dd299580-d397-49c4-93f8-1d017d225c36,MCF-7,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.003
dd32a24b-2c12-4a3b-954c-4e011d1e6e54,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,3.0
dd3ecfca-d011-4d24-a514-86b6f7188b18,MCF-7,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.01
dd48f58e-c7c0-4d72-b722-ed77a4a749e7,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,0.03
dd53ec9b-7f78-4fbc-8eab-aa49963ebdd1,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.1
dd56347d-add3-415d-8b7c-0d2167bcc045,MCF-7,ONc1c([nH]c2ccccc12)C3=C4C=CC=CC4=NC3=O,3.0
dd56962c-1222-4a9c-bd04-e616c1d11e9a,MCF-7,CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O,100.0
dd5cdd45-2f5e-4af6-987f-0de60b084111,MCF-7,CS(=O)C,0.0
dd85cd77-0091-4197-a1da-186d74650525,MCF-7,CN1N=Nc2c(ncn2C1=O)C(=O)N,20.0
dda9adea-598b-4cf9-9863-f8e6891584d9,MCF-7,C[C@H]1C\\C=C\\[C@H]2[C@H](O)C(=C)[C@@H](C)[C@H]3[C@@H](Cc4ccccc4)NC(=O)C23C(OC(=O)C)\\C=C\\C(C)(O)C1=O,0.01
ddac7327-5f56-44e1-a9f6-3c911d52ec87,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
ddb091e4-1cb8-4eba-b645-741a70885b8a,MCF-7,ONc1c([nH]c2ccccc12)C3=C4C=CC=CC4=NC3=O,0.003
ddb30aeb-bc5d-4e99-ac41-8f9b33f8beb5,MCF-7,CS(=O)C,0.0
ddce810d-e80f-4c6e-a645-aa22fa5d1e86,MCF-7,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3[C@H](O)CC4C[C@H](O)CCC4(C)C3C[C@H](O)C12C,0.083
ddcf00a6-259e-4887-bb61-ede2c4cf5ead,MCF-7,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,0.03
ddcf919f-b280-4623-a822-9b7d5e9f0ca8,MCF-7,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,3.0
ddde959b-92c5-4419-ba47-4508d7fe1194,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
dde55bc2-a442-463b-b798-8ed7d647d401,MCF-7,C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)[C@@H]3CSC(=O)N3)OC(=O)\\C=C(\\C)/CC\\C=C/1,0.3
dde685f7-e194-4598-8866-aa06cf265814,MCF-7,OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O,0.3
ddf44bc6-9efa-4d46-95d1-840c406a23e0,MCF-7,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.2
ddfd81a8-a282-4163-ab6d-aba6a3733bcd,MCF-7,CS(=O)C,0.0
de02db40-2229-4d87-9365-130bc7bdafaf,MCF-7,CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O,100.0
de04e4fe-989a-4211-ad43-c7f85dcffd8a,MCF-7,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.05
de1043dc-3a03-4786-9fc9-609dc7312d7f,MCF-7,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,0.003
de1b05c5-cd46-4b1c-9e95-d0304212e9ab,MCF-7,CS(=O)C,0.0
de2edeb9-8cf7-4638-95c3-d7bea7b841da,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
de31570e-2bdf-499d-bdf0-a0080866e419,MCF-7,CON,0.015
de3228dc-a562-4f83-a166-a59be22f7214,MCF-7,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,0.01
de53395f-f621-4782-8946-cdef7b8a308b,MCF-7,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(=O)C)cc1,0.3
de5cab3d-c1a9-42d9-a828-9f4f83c243bf,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
de6c6268-e3e7-46fa-814b-7be307238fa9,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.006
de7bc889-9c12-4967-8c04-bf0a74c0664b,MCF-7,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(/C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(/C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O,0.003
de92fc91-fcce-4617-8663-14c1e0582ae9,MCF-7,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)\\C(=C\\C=C\\C=C\\C=C\\C=C\\[C@H](O)[C@@H](C)OC1=O)\\C,0.03
de9b374b-d2f6-492b-bcd2-fb28ade17017,MCF-7,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.6
debd9a9d-78cd-44c5-83e1-4ae4cb86fb04,MCF-7,N[Pt](N)(Cl)Cl,3.0
debdce49-0840-4a47-8c3e-4595e4f4c1e8,MCF-7,CC(C=C(C)C=CC(=O)NO)C(=O)c1ccc(cc1)N(C)C,1.0
dee1f746-3e35-4e85-aa0e-06072c0e77f6,MCF-7,CS(=O)C,0.0
dee35ab3-ff16-41a5-9ad3-fc11f243d6bc,MCF-7,C[C@H]1CCC\\C=C\\C2C[C@H](O)C[C@H]2[C@H](O)\\C=C\\C(=O)O1,10.0
dee9abd3-eaba-422c-bbee-c977a3789a00,MCF-7,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,10.0
def78fc3-a4a4-4be3-b156-e87bab413671,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
def8d08b-b607-46d6-8cd6-d721eae4478c,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,0.03
df12cd2e-b95b-42c2-ad39-1bc4d723eae0,MCF-7,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.015
df15277e-902d-4b67-b943-dd4bb74ed625,MCF-7,CS(=O)C,0.0
df278163-f141-4d98-a740-0acb58b61461,MCF-7,CS(=O)C,0.0
df3b9c07-93f3-40b6-ac58-1a4b68440c60,MCF-7,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,0.2
df44bd5f-f4d3-47f4-8c68-7cfd37638e37,MCF-7,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0.3
df4596aa-fd8e-47ee-9564-ec205cec89b5,MCF-7,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.1
df47f2bd-0d55-4930-aa59-f8e4e22725de,MCF-7,CS(=O)C,0.0
df4b67ca-27d5-458d-9bd1-6fd8b5eb7b93,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.0006
df728d23-9239-47c8-9285-1c546bb8e3a7,MCF-7,N[Pt](N)(Cl)Cl,0.03
df732970-dbb8-4b7f-b708-9deceaf7af21,MCF-7,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,2.0
df742f0c-e16f-41f7-9a1a-f7ea4eda718b,MCF-7,N\\C(=C(\\C#N)/C(=C(\\N)/Sc1ccccc1N)/C#N)\\Sc2ccccc2N,0.01
df894eea-23e9-4d13-8d63-6a309fb0442e,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
df906df0-c67b-445b-9e4a-f398a787407c,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,0.3
df980737-e2c5-4e8f-8746-750de9f6d414,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,0.3
df9d9dd1-11d5-42fb-8cc1-9281a82a3af2,MCF-7,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.3
dfa0c641-edbe-4bfc-b1e2-9dfcd276d396,MCF-7,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.003
dfa2ae82-52bc-468b-adc1-c4985fa07b07,MCF-7,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)NOC(=O)c3ccccc3,3.0
dfafa361-e2b6-45be-b02f-76ac7078f7a1,MCF-7,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.3
dfb91686-ca0e-4758-9e6c-daeca8eaa465,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,10.0
dfdcf792-7204-4710-9b72-bf7b71c91877,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.006
dfe328a2-155a-453c-ae03-62c6c3e66654,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,0.01
dfe3fd65-c28b-41b8-8eb8-545f6838f217,MCF-7,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,10.0
dfe913f8-c2a2-46b5-9a5a-de15ce015abd,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,0.01
dfeb3ccd-02ed-4a1c-89ad-01e70f67571b,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,0.03
